country_code,cluster_code,population,in_need,targeted,year,total_required_funds,total_granted_funds,total_granted_percentage,severity_index,sector
AFG,HEA,48595632,14423290,7218662,2026,1714181496,214214587,12.5,9.1,Health
AFG,PRO,48595632,14988378,5347659,2026,1714181496,214214587,12.5,9.1,Protection (overall)
AFG,EDU,48595632,7105602,613774,2026,1714181496,214214587,12.5,9.1,Education
AFG,FSC,48595632,17412653,11911619,2026,1714181496,214214587,12.5,9.1,Food Security
AFG,MPC,48595632,null,688322,2026,1714181496,214214587,12.5,9.1,Multi-Purpose Cash
AFG,SHL,48595632,4243627,880560,2026,1714181496,214214587,12.5,9.1,Emergency Shelter
AFG,NUT,48595632,7464230,5682222,2026,1714181496,214214587,12.5,9.1,Nutrition
AFG,ALL,48595632,21889283,17479657,2026,1714181496,214214587,12.5,9.1,Final caseload
AFG,WSH,48595632,15909907,7838434,2026,1714181496,214214587,12.5,9.1,"Water, Sanitation and Hygiene"
BFA,ALL,24100000,4400000,3100000,2026,658486359,72939948,11.08,8.4,Final caseload
CAF,HEA,6567382,955008,516609,2026,264097388,47355888,17.93,7.9,Health
CAF,MPC,6567382,null,39529,2026,264097388,47355888,17.93,7.9,Multi-Purpose Cash
CAF,NUT,6567382,335305,240392,2026,264097388,47355888,17.93,7.9,Nutrition
CAF,PRO-CPN,6567382,537806,262933,2026,264097388,47355888,17.93,7.9,Child Protection
CAF,PRO-GBV,6567382,800006,393829,2026,264097388,47355888,17.93,7.9,Gender-Based Violence (GBV)
CAF,EDU,6567382,585470,278834,2026,264097388,47355888,17.93,7.9,Education
CAF,FSC,6567382,1765978,825257,2026,264097388,47355888,17.93,7.9,Food Security
CAF,SHL,6567382,300750,180446,2026,264097388,47355888,17.93,7.9,Emergency Shelter
CAF,MS,6567382,73000,73000,2026,264097388,47355888,17.93,7.9,Refugees and Migrant Multisector
CAF,PRO-MIN,6567382,421285,219279,2026,264097388,47355888,17.93,7.9,Mine Action
CAF,CCM,6567382,411618,246970,2026,264097388,47355888,17.93,7.9,Camp Coordination And Camp Management
CAF,PRO,6567382,1043244,559981,2026,264097388,47355888,17.93,7.9,Protection (overall)
CAF,PRO,6567382,1043244,506566,2026,264097388,47355888,17.93,7.9,Protection (overall)
CAF,WSH,6567382,1096042,569945,2026,264097388,47355888,17.93,7.9,"Water, Sanitation and Hygiene"
CAF,ALL,6567382,2286959,1265483,2026,264097388,47355888,17.93,7.9,Final caseload
CMR,ALL,29900000,2900000,1800000,2026,318976221,66498901,20.85,7.9,Final caseload
COD,PRO,112800000,5850814,1373466,2026,1403721718,430024823,30.63,9,Protection (overall)
COD,WSH,112800000,5375240,2822998,2026,1403721718,430024823,30.63,9,"Water, Sanitation and Hygiene"
COD,HEA,112800000,7544115,2512134,2026,1403721718,430024823,30.63,9,Health
COD,CCM,112800000,762338,450860,2026,1403721718,430024823,30.63,9,Camp Coordination And Camp Management
COD,PRO-GBV,112800000,5225538,1000504,2026,1403721718,430024823,30.63,9,Gender-Based Violence (GBV)
COD,EDU,112800000,3901894,480758,2026,1403721718,430024823,30.63,9,Education
COD,PRO-MIN,112800000,2508214,789217,2026,1403721718,430024823,30.63,9,Mine Action
COD,SHL,112800000,3422237,1090861,2026,1403721718,430024823,30.63,9,Emergency Shelter
COD,FSC,112800000,13003064,5922823,2026,1403721718,430024823,30.63,9,Food Security
COD,MPC,112800000,null,2210120,2026,1403721718,430024823,30.63,9,Multi-Purpose Cash
COD,PRO-HLP,112800000,2705252,562687,2026,1403721718,430024823,30.63,9,"Housing, Land and Property"
COD,NUT,112800000,4256957,1853401,2026,1403721718,430024823,30.63,9,Nutrition
COD,ALL,112800000,14940727,7313763,2026,1403721718,430024823,30.63,9,Final caseload
COD,MS,112800000,512680,458749,2026,1403721718,430024823,30.63,9,Refugees and Migrant Multisector
COD,PRO-CPN,112800000,4033808,806761,2026,1403721718,430024823,30.63,9,Child Protection
COD,PRO,112800000,4994650,1090900,2026,1403721718,430024823,30.63,9,Protection (overall)
COL,ALL,53400000,6900000,2600000,2026,522218090,176217578,33.74,8.4,Final caseload
HTI,FSC,11899555,5910721,3529354,2026,880327426,172057079,19.54,8.8,Food Security
HTI,HEA,11899555,4860485,2710790,2026,880327426,172057079,19.54,8.8,Health
HTI,NUT,11899555,1225803,946258,2026,880327426,172057079,19.54,8.8,Nutrition
HTI,PRO,11899555,2195026,1235914,2026,880327426,172057079,19.54,8.8,Protection (overall)
HTI,ALL,11899555,6414193,4162202,2026,880327426,172057079,19.54,8.8,Final caseload
HTI,WSH,11899555,3530913,1403113,2026,880327426,172057079,19.54,8.8,"Water, Sanitation and Hygiene"
HTI,CCM,11899555,2118299,571841,2026,880327426,172057079,19.54,8.8,Camp Coordination And Camp Management
HTI,EDU,11899555,1493675,982031,2026,880327426,172057079,19.54,8.8,Education
HTI,SHL,11899555,4240626,590314,2026,880327426,172057079,19.54,8.8,Emergency Shelter
MLI,ALL,25200000,5100000,3800000,2026,577866412,75201041,13.01,8.6,Final caseload
MMR,PRO,54900000,11596899,3372443,2026,889600798,245472134,27.59,9.2,Protection (overall)
MMR,EDU,54900000,3523306,1135546,2026,889600798,245472134,27.59,9.2,Education
MMR,NUT,54900000,2653317,677374,2026,889600798,245472134,27.59,9.2,Nutrition
MMR,FSC,54900000,8475703,1506063,2026,889600798,245472134,27.59,9.2,Food Security
MMR,SHL,54900000,7745468,3390703,2026,889600798,245472134,27.59,9.2,Emergency Shelter
MMR,ALL,54900000,16229050,4868096,2026,889600798,245472134,27.59,9.2,Final caseload
MMR,WSH,54900000,8948125,2375280,2026,889600798,245472134,27.59,9.2,"Water, Sanitation and Hygiene"
MMR,HEA,54900000,9251462,2002225,2026,889600798,245472134,27.59,9.2,Health
MOZ,CCM,35600000,695553,384738,2026,534342584,131262552,24.57,7.5,Camp Coordination And Camp Management
MOZ,NUT,35600000,588027,371552,2026,534342584,131262552,24.57,7.5,Nutrition
MOZ,PRO,35600000,1334382,755246,2026,534342584,131262552,24.57,7.5,Protection (overall)
MOZ,WSH,35600000,1688838,1187915,2026,534342584,131262552,24.57,7.5,"Water, Sanitation and Hygiene"
MOZ,PRO-HLP,35600000,283651,70770,2026,534342584,131262552,24.57,7.5,"Housing, Land and Property"
MOZ,SHL,35600000,1631225,1054331,2026,534342584,131262552,24.57,7.5,Emergency Shelter
MOZ,EDU,35600000,738165,553295,2026,534342584,131262552,24.57,7.5,Education
MOZ,HEA,35600000,1216660,948693,2026,534342584,131262552,24.57,7.5,Health
MOZ,ALL,35600000,2356162,1745582,2026,534342584,131262552,24.57,7.5,Final caseload
MOZ,PRO-GBV,35600000,933555,721494,2026,534342584,131262552,24.57,7.5,Gender-Based Violence (GBV)
MOZ,FSC,35600000,1704804,1498509,2026,534342584,131262552,24.57,7.5,Food Security
MOZ,PRO-CPN,35600000,894050,649530,2026,534342584,131262552,24.57,7.5,Child Protection
MOZ,PRO,35600000,1654443,1008599,2026,534342584,131262552,24.57,7.5,Protection (overall)
NER,ALL,27900000,2600000,1600000,2026,675619589,66462854,9.84,7.2,Final caseload
NGA,SHL,237500000,3458621,635294,2026,516399423,188766423,36.55,8.4,Emergency Shelter
NGA,WSH,237500000,4383752,1559462,2026,516399423,188766423,36.55,8.4,"Water, Sanitation and Hygiene"
NGA,HEA,237500000,3957689,1488054,2026,516399423,188766423,36.55,8.4,Health
NGA,CCM,237500000,2036114,568578,2026,516399423,188766423,36.55,8.4,Camp Coordination And Camp Management
NGA,EDU,237500000,1648802,633643,2026,516399423,188766423,36.55,8.4,Education
NGA,FSC,237500000,5848123,1492595,2026,516399423,188766423,36.55,8.4,Food Security
NGA,PRO,237500000,3328745,1472715,2026,516399423,188766423,36.55,8.4,Protection (overall)
NGA,ALL,237500000,5900000,2500000,2026,516399423,188766423,36.55,8.4,Final caseload
NGA,NUT,237500000,4114246,1533941,2026,516399423,188766423,36.55,8.4,Nutrition
SDN,ALL,51700000,33699770,20419163,2026,2866228593,488147337,17.03,9.7,Final caseload
SOM,ALL,19700000,4796040,2430751,2026,852000000,111250193,13.06,8.6,Final caseload
SOM,CCM,19700000,2039580,1039063,2026,852000000,111250193,13.06,8.6,Camp Coordination And Camp Management
SOM,FSC,19700000,3908790,1922340,2026,852000000,111250193,13.06,8.6,Food Security
SOM,EDU,19700000,1729469,628192,2026,852000000,111250193,13.06,8.6,Education
SOM,SHL,19700000,3138086,679231,2026,852000000,111250193,13.06,8.6,Emergency Shelter
SOM,MPC,19700000,4796040,1735505,2026,852000000,111250193,13.06,8.6,Multi-Purpose Cash
SOM,PRO,19700000,3097201,1853929,2026,852000000,111250193,13.06,8.6,Protection (overall)
SOM,HEA,19700000,4989936,2426481,2026,852000000,111250193,13.06,8.6,Health
SOM,WSH,19700000,4486155,2229585,2026,852000000,111250193,13.06,8.6,"Water, Sanitation and Hygiene"
SOM,NUT,19700000,2369935,1270239,2026,852000000,111250193,13.06,8.6,Nutrition
SSD,HEA,14363363,6269692,2884600,2026,1463046056,322015249,22.01,9.3,Health
SSD,MS,14363363,647302,592848,2026,1463046056,322015249,22.01,9.3,Refugees and Migrant Multisector
SSD,FSC,14363363,7650962,2664032,2026,1463046056,322015249,22.01,9.3,Food Security
SSD,SHL,14363363,6669355,1511270,2026,1463046056,322015249,22.01,9.3,Emergency Shelter
SSD,ALL,14363363,9913863,4343435,2026,1463046056,322015249,22.01,9.3,Final caseload
SSD,CCM,14363363,1359006,735986,2026,1463046056,322015249,22.01,9.3,Camp Coordination And Camp Management
SSD,NUT,14363363,5250933,1833612,2026,1463046056,322015249,22.01,9.3,Nutrition
SSD,EDU,14363363,2435900,795532,2026,1463046056,322015249,22.01,9.3,Education
SSD,MPC,14363363,null,463705,2026,1463046056,322015249,22.01,9.3,Multi-Purpose Cash
SSD,PRO,14363363,4867750,1548355,2026,1463046056,322015249,22.01,9.3,Protection (overall)
SSD,WSH,14363363,6806495,2167689,2026,1463046056,322015249,22.01,9.3,"Water, Sanitation and Hygiene"
SYR,ALL,25600000,16500000,10300000,2026,2922184830,437301894,14.96,8.9,Final caseload
TCD,ALL,21000000,4509014,3352810,2026,986069627,215913333,21.9,8.2,Final caseload
TCD,PRO,21000000,462247,445408,2026,986069627,215913333,21.9,8.2,Protection (overall)
TCD,HEA,21000000,1706766,1203856,2026,986069627,215913333,21.9,8.2,Health
TCD,MS,21000000,1070847,1070847,2026,986069627,215913333,21.9,8.2,Refugees and Migrant Multisector
TCD,FSC,21000000,2913694,1581468,2026,986069627,215913333,21.9,8.2,Food Security
TCD,CCM,21000000,504194,482348,2026,986069627,215913333,21.9,8.2,Camp Coordination And Camp Management
TCD,PRO-CPN,21000000,254236,243850,2026,986069627,215913333,21.9,8.2,Child Protection
TCD,SHL,21000000,504194,482348,2026,986069627,215913333,21.9,8.2,Emergency Shelter
TCD,EDU,21000000,1388864,587099,2026,986069627,215913333,21.9,8.2,Education
TCD,PRO-GBV,21000000,425954,292549,2026,986069627,215913333,21.9,8.2,Gender-Based Violence (GBV)
TCD,WSH,21000000,2901096,1672229,2026,986069627,215913333,21.9,8.2,"Water, Sanitation and Hygiene"
TCD,MPC,21000000,null,33445,2026,986069627,215913333,21.9,8.2,Multi-Purpose Cash
TCD,NUT,21000000,2128981,1237152,2026,986069627,215913333,21.9,8.2,Nutrition
UKR,MPC,34200000,null,1091920,2026,2303961975,640227370,27.79,9.2,Multi-Purpose Cash
UKR,PRO,34200000,6536132,2031916,2026,2303961975,640227370,27.79,9.2,Protection (overall)
UKR,WSH,34200000,6432479,3640167,2026,2303961975,640227370,27.79,9.2,"Water, Sanitation and Hygiene"
UKR,PRO,34200000,6539382,2442478,2026,2303961975,640227370,27.79,9.2,Protection (overall)
UKR,EDU,34200000,846540,487663,2026,2303961975,640227370,27.79,9.2,Education
UKR,ALL,34200000,10849697,4118954,2026,2303961975,640227370,27.79,9.2,Final caseload
UKR,HEA,34200000,4473766,1468059,2026,2303961975,640227370,27.79,9.2,Health
UKR,FSC,34200000,2003008,1292097,2026,2303961975,640227370,27.79,9.2,Food Security
UKR,PRO-CPN,34200000,2477741,1271100,2026,2303961975,640227370,27.79,9.2,Child Protection
UKR,PRO-GBV,34200000,2909499,548350,2026,2303961975,640227370,27.79,9.2,Gender-Based Violence (GBV)
UKR,SHL,34200000,5596380,1422435,2026,2303961975,640227370,27.79,9.2,Emergency Shelter
VEN,ALL,28500000,7900000,5400000,2026,632191972,84012783,13.29,7.8,Final caseload
YEM,ALL,41800000,23100000,10500000,2026,2162563336,258764721,11.97,9.2,Final caseload
AFG,ALL,46024352,22887726,16790412,2025,2416811546,1008671701,41.74,9.1,Final caseload
AFG,PRO,46024352,14213777,2422548,2025,2416811546,1008671701,41.74,9.1,Protection (overall)
AFG,HEA,46024352,14280440,9253429,2025,2416811546,1008671701,41.74,9.1,Health
AFG,LOG,46024352,null,null,2025,2416811546,1008671701,41.74,9.1,Logistics
AFG,PRO,46024352,22258295,6323998,2025,2416811546,1008671701,41.74,9.1,Protection (overall)
AFG,MPC,46024352,null,null,2025,2416811546,1008671701,41.74,9.1,Multi-Purpose Cash
AFG,PRO-HLP,46024352,3392653,354245,2025,2416811546,1008671701,41.74,9.1,"Housing, Land and Property"
AFG,NUT,46024352,7801981,5977574,2025,2416811546,1008671701,41.74,9.1,Nutrition
AFG,SHL,46024352,5757529,1087706,2025,2416811546,1008671701,41.74,9.1,Emergency Shelter
AFG,FSC,46024352,14764729,14199016,2025,2416811546,1008671701,41.74,9.1,Food Security
AFG,PRO-MIN,46024352,4369984,1651315,2025,2416811546,1008671701,41.74,9.1,Mine Action
AFG,EDU,46024352,8887445,831329,2025,2416811546,1008671701,41.74,9.1,Education
AFG,PRO-GBV,46024352,14173291,2281898,2025,2416811546,1008671701,41.74,9.1,Gender-Based Violence (GBV)
AFG,WSH,46024352,20973271,6294803,2025,2416811546,1008671701,41.74,9.1,"Water, Sanitation and Hygiene"
AFG,CSS,46024352,null,null,2025,2416811546,1008671701,41.74,9.1,Rapid Response Mechanism (RRM)
AFG,PRO-CPN,46024352,9352775,3409338,2025,2416811546,1008671701,41.74,9.1,Child Protection
BFA,WSH,23449865,2830634,1701651,2025,792565236,275051818,34.7,8.3,"Water, Sanitation and Hygiene"
BFA,PRO,23449865,3756956,1323607,2025,792565236,275051818,34.7,8.3,Protection (overall)
BFA,FSC,23449865,2800731,2147547,2025,792565236,275051818,34.7,8.3,Food Security
BFA,PRO-GBV,23449865,1322131,471126,2025,792565236,275051818,34.7,8.3,Gender-Based Violence (GBV)
BFA,CSS,23449865,null,null,2025,792565236,275051818,34.7,8.3,Rapid Response Mechanism (RRM)
BFA,PRO-HLP,23449865,1573606,484995,2025,792565236,275051818,34.7,8.3,"Housing, Land and Property"
BFA,ALL,23449865,5915136,3672506,2025,792565236,275051818,34.7,8.3,Final caseload
BFA,CCM,23449865,1348415,513110,2025,792565236,275051818,34.7,8.3,Camp Coordination And Camp Management
BFA,HEA,23449865,2031499,1341425,2025,792565236,275051818,34.7,8.3,Health
BFA,PRO-MIN,23449865,1909220,208101,2025,792565236,275051818,34.7,8.3,Mine Action
BFA,SHL,23449865,2490889,611326,2025,792565236,275051818,34.7,8.3,Emergency Shelter
BFA,MS,23449865,40850,40850,2025,792565236,275051818,34.7,8.3,Refugees and Migrant Multisector
BFA,EDU,23449865,1992887,829045,2025,792565236,275051818,34.7,8.3,Education
BFA,PRO-CPN,23449865,1842924,755730,2025,792565236,275051818,34.7,8.3,Child Protection
BFA,NUT,23449865,1314600,633652,2025,792565236,275051818,34.7,8.3,Nutrition
CAF,EDU,5296124,843830,342961,2025,326056578,135557006,41.57,7.9,Education
CAF,SHL,5296124,401176,292284,2025,326056578,135557006,41.57,7.9,Emergency Shelter
CAF,FSC,5296124,1827604,1185400,2025,326056578,135557006,41.57,7.9,Food Security
CAF,WSH,5296124,1642660,845088,2025,326056578,135557006,41.57,7.9,"Water, Sanitation and Hygiene"
CAF,PRO-CPN,5296124,589510,275927,2025,326056578,135557006,41.57,7.9,Child Protection
CAF,PRO-MIN,5296124,515522,164000,2025,326056578,135557006,41.57,7.9,Mine Action
CAF,CCM,5296124,706842,406380,2025,326056578,135557006,41.57,7.9,Camp Coordination And Camp Management
CAF,PRO-GBV,5296124,910131,622460,2025,326056578,135557006,41.57,7.9,Gender-Based Violence (GBV)
CAF,ALL,5296124,2440338,1772631,2025,326056578,135557006,41.57,7.9,Final caseload
CAF,NUT,5296124,774736,525208,2025,326056578,135557006,41.57,7.9,Nutrition
CAF,HEA,5296124,1529765,666297,2025,326056578,135557006,41.57,7.9,Health
CAF,PRO,5296124,1315663,856176,2025,326056578,135557006,41.57,7.9,Protection (overall)
CAF,MPC,5296124,34442,34442,2025,326056578,135557006,41.57,7.9,Multi-Purpose Cash
CAF,MS,5296124,72000,62000,2025,326056578,135557006,41.57,7.9,Refugees and Migrant Multisector
CMR,NUT,29400000,562839,355441,2025,359298328,84113019,23.41,8,Nutrition
CMR,MS,29400000,567971,454368,2025,359298328,84113019,23.41,8,Refugees and Migrant Multisector
CMR,WSH,29400000,2155114,1348368,2025,359298328,84113019,23.41,8,"Water, Sanitation and Hygiene"
CMR,HEA,29400000,1511471,1090263,2025,359298328,84113019,23.41,8,Health
CMR,MPC,29400000,null,38557,2025,359298328,84113019,23.41,8,Multi-Purpose Cash
CMR,PRO,29400000,1900816,1015476,2025,359298328,84113019,23.41,8,Protection (overall)
CMR,SHL,29400000,1431605,686490,2025,359298328,84113019,23.41,8,Emergency Shelter
CMR,ALL,29400000,3322058,2100146,2025,359298328,84113019,23.41,8,Final caseload
CMR,PRO-HLP,29400000,840995,394043,2025,359298328,84113019,23.41,8,"Housing, Land and Property"
CMR,EDU,29400000,1496550,1126009,2025,359298328,84113019,23.41,8,Education
CMR,FSC,29400000,2483832,1052751,2025,359298328,84113019,23.41,8,Food Security
CMR,PRO-CPN,29400000,1198337,586932,2025,359298328,84113019,23.41,8,Child Protection
CMR,CSS,29400000,null,null,2025,359298328,84113019,23.41,8,Rapid Response Mechanism (RRM)
CMR,PRO-GBV,29400000,1147218,635331,2025,359298328,84113019,23.41,8,Gender-Based Violence (GBV)
CMR,PRO,29400000,1693793,528638,2025,359298328,84113019,23.41,8,Protection (overall)
COD,null,117808862,3731706,2985361,2025,2538016151,689362675,27.16,8.9,null
COD,PRO-MIN,117808862,2419968,1237502,2025,2538016151,689362675,27.16,8.9,Mine Action
COD,WSH,117808862,6216647,4964518,2025,2538016151,689362675,27.16,8.9,"Water, Sanitation and Hygiene"
COD,null,117808862,3846317,1868662,2025,2538016151,689362675,27.16,8.9,null
COD,MS,117808862,676351,572330,2025,2538016151,689362675,27.16,8.9,Refugees and Migrant Multisector
COD,null,117808862,15290306,4615772,2025,2538016151,689362675,27.16,8.9,null
COD,ALL,117808862,21241767,10988449,2025,2538016151,689362675,27.16,8.9,Final caseload
COD,FSC,117808862,17611104,7320799,2025,2538016151,689362675,27.16,8.9,Food Security
COD,EDU,117808862,1868832,657593,2025,2538016151,689362675,27.16,8.9,Education
COD,SHL,117808862,4035452,1797840,2025,2538016151,689362675,27.16,8.9,Emergency Shelter
COD,MPC,117808862,null,2151328,2025,2538016151,689362675,27.16,8.9,Multi-Purpose Cash
COD,PRO,117808862,5000169,2138917,2025,2538016151,689362675,27.16,8.9,Protection (overall)
COD,PRO-CPN,117808862,4006648,1886169,2025,2538016151,689362675,27.16,8.9,Child Protection
COD,PRO-GBV,117808862,6213757,1099994,2025,2538016151,689362675,27.16,8.9,Gender-Based Violence (GBV)
COD,NUT,117808862,6472173,2927076,2025,2538016151,689362675,27.16,8.9,Nutrition
COD,CCM,117808862,1286038,964531,2025,2538016151,689362675,27.16,8.9,Camp Coordination And Camp Management
COD,HEA,117808862,12935678,6000803,2025,2538016151,689362675,27.16,8.9,Health
COD,PRO,117808862,7870319,2720547,2025,2538016151,689362675,27.16,8.9,Protection (overall)
COD,PRO-HLP,117808862,2597302,707670,2025,2538016151,689362675,27.16,8.9,"Housing, Land and Property"
COL,MPC,53110609,null,31208,2025,809539590,143128707,17.68,8.4,Multi-Purpose Cash
COL,PRO-CPN,53110609,2160165,227741,2025,809539590,143128707,17.68,8.4,Child Protection
COL,ALL,53110609,9053352,1991880,2025,809539590,143128707,17.68,8.4,Final caseload
COL,PRO,53110609,5477222,1194359,2025,809539590,143128707,17.68,8.4,Protection (overall)
COL,ERY,53110609,4288499,129643,2025,809539590,143128707,17.68,8.4,Early Recovery and Livelihoods
COL,FSC,53110609,8180565,877221,2025,809539590,143128707,17.68,8.4,Food Security
COL,EDU,53110609,3003411,360384,2025,809539590,143128707,17.68,8.4,Education
COL,WSH,53110609,4260446,448478,2025,809539590,143128707,17.68,8.4,"Water, Sanitation and Hygiene"
COL,PRO-MIN,53110609,688477,119221,2025,809539590,143128707,17.68,8.4,Mine Action
COL,SHL,53110609,3975631,159263,2025,809539590,143128707,17.68,8.4,Emergency Shelter
COL,HEA,53110609,6013741,634171,2025,809539590,143128707,17.68,8.4,Health
COL,PRO-GBV,53110609,3281409,362555,2025,809539590,143128707,17.68,8.4,Gender-Based Violence (GBV)
GTM,PRO-GBV,18400000,1166612,76500,2025,100563396,24992697,24.85,7.2,Gender-Based Violence (GBV)
GTM,PRO,18400000,1708044,647179,2025,100563396,24992697,24.85,7.2,Protection (overall)
GTM,EDU,18400000,599290,138822,2025,100563396,24992697,24.85,7.2,Education
GTM,FSC,18400000,2604233,294461,2025,100563396,24992697,24.85,7.2,Food Security
GTM,CSS,18400000,null,null,2025,100563396,24992697,24.85,7.2,Rapid Response Mechanism (RRM)
GTM,NUT,18400000,2200000,485354,2025,100563396,24992697,24.85,7.2,Nutrition
GTM,ALL,18400000,2163953,1000000,2025,100563396,24992697,24.85,7.2,Final caseload
GTM,CCM,18400000,185203,149909,2025,100563396,24992697,24.85,7.2,Camp Coordination And Camp Management
GTM,WSH,18400000,762174,319511,2025,100563396,24992697,24.85,7.2,"Water, Sanitation and Hygiene"
GTM,HEA,18400000,673781,232357,2025,100563396,24992697,24.85,7.2,Health
GTM,PRO-CPN,18400000,398015,117868,2025,100563396,24992697,24.85,7.2,Child Protection
HND,PRO-GBV,10800000,865234,177570,2025,138491372,14692873,10.61,7.2,Gender-Based Violence (GBV)
HND,HEA,10800000,754949,307457,2025,138491372,14692873,10.61,7.2,Health
HND,ALL,10800000,1640224,796974,2025,138491372,14692873,10.61,7.2,Final caseload
HND,CCM,10800000,513000,216039,2025,138491372,14692873,10.61,7.2,Camp Coordination And Camp Management
HND,EDU,10800000,396425,179529,2025,138491372,14692873,10.61,7.2,Education
HND,NUT,10800000,434415,207000,2025,138491372,14692873,10.61,7.2,Nutrition
HND,FSC,10800000,1224447,412251,2025,138491372,14692873,10.61,7.2,Food Security
HND,HEA,10800000,354826,164186,2025,138491372,14692873,10.61,7.2,Health
HND,PRO-CPN,10800000,524179,245000,2025,138491372,14692873,10.61,7.2,Child Protection
HND,WSH,10800000,1165525,451195,2025,138491372,14692873,10.61,7.2,"Water, Sanitation and Hygiene"
HND,PRO,10800000,1169056,383465,2025,138491372,14692873,10.61,7.2,Protection (overall)
HTI,MPC,11899555,null,252225,2025,908159989,246313372,27.12,8.8,Multi-Purpose Cash
HTI,PRO,11899555,466589,214114,2025,908159989,246313372,27.12,8.8,Protection (overall)
HTI,FSC,11899555,5535548,3436159,2025,908159989,246313372,27.12,8.8,Food Security
HTI,HEA,11899555,4214625,1993967,2025,908159989,246313372,27.12,8.8,Health
HTI,PRO,11899555,2160007,1453517,2025,908159989,246313372,27.12,8.8,Protection (overall)
HTI,PRO-CPN,11899555,1611291,1197155,2025,908159989,246313372,27.12,8.8,Child Protection
HTI,EDU,11899555,1474332,1000003,2025,908159989,246313372,27.12,8.8,Education
HTI,PRO-GBV,11899555,1535819,832688,2025,908159989,246313372,27.12,8.8,Gender-Based Violence (GBV)
HTI,CCM,11899555,1054487,332544,2025,908159989,246313372,27.12,8.8,Camp Coordination And Camp Management
HTI,SHL,11899555,3645045,525302,2025,908159989,246313372,27.12,8.8,Emergency Shelter
HTI,NUT,11899555,1170492,905914,2025,908159989,246313372,27.12,8.8,Nutrition
HTI,PRO,11899555,349999,281106,2025,908159989,246313372,27.12,8.8,Protection (overall)
HTI,WSH,11899555,3854002,1842300,2025,908159989,246313372,27.12,8.8,"Water, Sanitation and Hygiene"
HTI,ALL,11899555,5986456,3941924,2025,908159989,246313372,27.12,8.8,Final caseload
MLI,ALL,23134540,6431534,4709012,2025,771314315,198676093,25.76,8.6,Final caseload
MLI,NUT,23134540,2838298,2270638,2025,771314315,198676093,25.76,8.6,Nutrition
MLI,HEA,23134540,3742972,2459208,2025,771314315,198676093,25.76,8.6,Health
MLI,EDU,23134540,1810162,1687093,2025,771314315,198676093,25.76,8.6,Education
MLI,WSH,23134540,3256054,1881443,2025,771314315,198676093,25.76,8.6,"Water, Sanitation and Hygiene"
MLI,SHL,23134540,2335122,772526,2025,771314315,198676093,25.76,8.6,Emergency Shelter
MLI,PRO-MIN,23134540,1344844,1008633,2025,771314315,198676093,25.76,8.6,Mine Action
MLI,PRO,23134540,1753222,1051931,2025,771314315,198676093,25.76,8.6,Protection (overall)
MLI,PRO,23134540,3137346,1611888,2025,771314315,198676093,25.76,8.6,Protection (overall)
MLI,FSC,23134540,2908655,2326924,2025,771314315,198676093,25.76,8.6,Food Security
MLI,MPC,23134540,null,1071720,2025,771314315,198676093,25.76,8.6,Multi-Purpose Cash
MLI,MS,23134540,279195,223439,2025,771314315,198676093,25.76,8.6,Refugees and Migrant Multisector
MLI,PRO-CPN,23134540,1728161,809330,2025,771314315,198676093,25.76,8.6,Child Protection
MLI,PRO-GBV,23134540,2271395,934335,2025,771314315,198676093,25.76,8.6,Gender-Based Violence (GBV)
MLI,PRO-HLP,23134540,1067287,416242,2025,771314315,198676093,25.76,8.6,"Housing, Land and Property"
MMR,MPC,57000000,null,1730651,2025,1412961603,402867644,28.51,9.2,Multi-Purpose Cash
MMR,SHL,57000000,4180701,753303,2025,1412961603,402867644,28.51,9.2,Emergency Shelter
MMR,PRO-CPN,57000000,186094,227104,2025,1412961603,402867644,28.51,9.2,Child Protection
MMR,PRO-MIN,57000000,333977,347183,2025,1412961603,402867644,28.51,9.2,Mine Action
MMR,NUT,57000000,268885,291349,2025,1412961603,402867644,28.51,9.2,Nutrition
MMR,EDU,57000000,1726287,110560,2025,1412961603,402867644,28.51,9.2,Education
MMR,MPC,57000000,null,738673,2025,1412961603,402867644,28.51,9.2,Multi-Purpose Cash
MMR,FSC,57000000,248232,665507,2025,1412961603,402867644,28.51,9.2,Food Security
MMR,ALL,57000000,1957173,1132893,2025,1412961603,402867644,28.51,9.2,Final caseload
MMR,PRO,57000000,2222204,515399,2025,1412961603,402867644,28.51,9.2,Protection (overall)
MMR,WSH,57000000,3165068,1017929,2025,1412961603,402867644,28.51,9.2,"Water, Sanitation and Hygiene"
MMR,PRO,57000000,2243395,581892,2025,1412961603,402867644,28.51,9.2,Protection (overall)
MMR,PRO-GBV,57000000,8814501,1869643,2025,1412961603,402867644,28.51,9.2,Gender-Based Violence (GBV)
MMR,PRO-MIN,57000000,7304649,1033238,2025,1412961603,402867644,28.51,9.2,Mine Action
MMR,PRO,57000000,10658023,3812465,2025,1412961603,402867644,28.51,9.2,Protection (overall)
MMR,PRO-GBV,57000000,220323,220683,2025,1412961603,402867644,28.51,9.2,Gender-Based Violence (GBV)
MMR,HEA,57000000,657505,453157,2025,1412961603,402867644,28.51,9.2,Health
MMR,PRO-CPN,57000000,8801544,2152522,2025,1412961603,402867644,28.51,9.2,Child Protection
MMR,CSS,57000000,null,5525241,2025,1412961603,402867644,28.51,9.2,Rapid Response Mechanism (RRM)
